id,user_id,restaurant_id,order_date,order_time,status,subtotal,delivery_fee,discount_amount,order_total,items_count,city
309,187,4,2025-04-16,13:54:00,completed,59.45,5.60,5.68,59.37,6,New York
310,187,46,2024-04-08,11:06:00,completed,34.41,4.21,9.96,28.66,3,Los Angeles
311,281,34,2024-01-18,21:06:00,completed,30.15,3.20,8.60,24.75,6,San Francisco
312,210,7,2023-09-18,19:12:00,completed,86.84,4.46,5.48,85.82,2,Chicago
313,174,7,2025-02-14,16:02:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
314,345,38,2023-05-07,22:57:00,completed,66.73,7.28,1.62,72.39,4,Denver
315,3,34,2025-01-23,10:35:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
316,300,31,2025-08-04,18:49:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
317,91,45,2024-08-15,12:46:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
318,54,25,2024-11-04,19:38:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
319,259,25,2024-03-04,19:58:00,completed,36.37,4.49,4.11,36.75,3,Austin
320,232,9,2023-05-22,16:38:00,completed,73.38,3.99,8.42,68.95,3,Chicago
321,284,41,2023-08-11,13:13:00,completed,39.50,4.23,8.07,35.66,6,Atlanta
322,333,12,2024-05-30,18:44:00,completed,70.57,6.30,6.75,70.12,5,Boston
323,293,43,2024-12-28,16:43:00,completed,80.26,3.93,10.17,74.02,1,Atlanta
324,268,7,2023-01-26,16:09:00,completed,22.19,3.83,9.43,16.59,3,Chicago
325,350,17,2023-05-30,23:03:00,completed,39.84,6.27,0.39,45.72,4,Seattle
326,53,40,2025-06-07,20:47:00,completed,34.60,5.74,4.67,35.67,5,Denver
327,148,45,2024-11-11,10:59:00,completed,48.83,6.44,8.22,47.05,5,Atlanta
328,28,1,2025-01-31,14:12:00,completed,75.79,6.85,9.96,72.68,6,New York
329,332,24,2025-02-12,19:34:00,completed,32.54,6.12,2.32,36.34,4,Austin
330,91,44,2023-03-18,12:11:00,completed,26.83,2.70,3.35,26.18,3,Atlanta
331,67,11,2024-08-21,23:16:00,completed,52.51,7.19,0.48,59.22,3,Boston
332,306,4,2025-03-03,20:39:00,cancelled,0.00,0.00,0.00,0.00,0,New York
333,155,32,2025-03-19,19:35:00,completed,76.02,4.09,2.64,77.47,2,San Francisco
334,267,5,2025-03-16,18:10:00,completed,57.74,2.96,2.65,58.05,2,New York
335,340,22,2023-12-06,15:18:00,completed,73.70,5.15,11.96,66.89,6,Austin
336,5,8,2024-11-15,15:28:00,completed,65.53,7.09,2.93,69.69,1,Chicago
337,350,21,2024-01-26,22:07:00,completed,57.98,3.91,10.94,50.95,3,Austin
338,264,33,2024-04-01,17:02:00,completed,66.21,4.10,0.99,69.32,1,San Francisco
339,86,50,2024-07-04,18:00:00,completed,33.60,5.65,2.56,36.69,6,Los Angeles
340,218,7,2023-07-30,18:53:00,completed,90.24,6.38,7.76,88.86,1,Chicago
341,79,2,2024-04-15,21:21:00,completed,23.42,3.39,3.02,23.79,1,New York
342,295,15,2025-07-21,14:26:00,completed,64.64,4.67,0.20,69.11,6,Boston
343,61,35,2023-01-07,20:46:00,completed,73.94,5.43,8.41,70.96,1,San Francisco
344,184,33,2023-04-19,14:50:00,completed,62.89,3.91,11.12,55.68,4,San Francisco
345,203,43,2023-02-01,17:10:00,completed,28.09,4.45,9.57,22.97,5,Atlanta
346,152,41,2023-05-28,14:43:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
347,332,24,2025-08-30,10:35:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
348,73,8,2023-02-12,10:36:00,completed,57.75,7.23,3.66,61.32,6,Chicago
349,177,14,2024-02-27,20:54:00,completed,29.91,3.60,10.02,23.49,2,Boston
350,59,12,2024-11-18,22:36:00,cancelled,0.00,0.00,0.00,0.00,0,Boston
351,282,30,2024-10-22,18:04:00,completed,22.98,2.99,8.71,17.26,4,Miami
352,170,23,2023-05-12,20:41:00,completed,39.10,2.85,2.32,39.63,4,Austin
353,231,22,2024-09-23,20:19:00,completed,29.28,5.33,9.69,24.92,4,Austin
354,87,1,2023-11-17,13:50:00,completed,72.75,4.68,10.08,67.35,2,New York
355,348,47,2023-12-06,17:29:00,completed,75.33,4.93,1.31,78.95,6,Los Angeles
356,311,6,2025-05-11,14:54:00,cancelled,0.00,0.00,0.00,0.00,0,Chicago
357,276,13,2023-09-27,21:56:00,completed,71.83,6.96,10.20,68.59,6,Boston
358,16,38,2024-08-15,16:49:00,completed,85.07,5.26,6.52,83.81,5,Denver
359,242,42,2025-03-04,12:23:00,completed,83.97,5.45,10.29,79.13,2,Atlanta
360,238,33,2024-06-06,11:25:00,completed,18.78,3.69,11.57,10.90,5,San Francisco
361,85,49,2024-06-10,12:28:00,completed,59.91,5.33,10.47,54.77,2,Los Angeles
362,248,23,2023-02-11,13:48:00,completed,22.65,4.35,0.51,26.49,2,Austin
363,266,24,2024-02-02,17:58:00,completed,21.44,7.40,3.89,24.95,6,Austin
364,267,41,2025-04-29,14:53:00,completed,60.82,5.35,4.52,61.65,4,Atlanta
365,188,38,2024-10-31,23:04:00,completed,45.85,7.04,6.20,46.69,3,Denver
366,177,32,2025-03-22,17:56:00,completed,55.14,3.19,1.99,56.34,1,San Francisco
367,264,42,2023-10-15,13:09:00,completed,44.80,6.09,1.42,49.47,2,Atlanta
368,213,22,2025-01-07,11:30:00,completed,53.45,5.45,7.77,51.13,4,Austin
369,12,16,2023-02-14,12:36:00,completed,27.97,5.06,10.69,22.34,2,Seattle
370,29,11,2023-09-22,12:33:00,refunded,0.00,0.00,0.00,0.00,0,Boston
371,307,37,2024-10-14,10:56:00,completed,66.97,3.92,1.03,69.86,4,Denver
372,311,31,2025-06-07,17:10:00,completed,48.40,3.21,6.99,44.62,2,San Francisco
373,320,43,2024-06-07,14:10:00,completed,43.36,4.77,7.09,41.04,2,Atlanta
374,194,25,2023-05-16,11:01:00,completed,81.61,5.02,5.04,81.59,2,Austin
375,311,7,2023-07-01,17:57:00,completed,20.89,6.42,6.04,21.27,1,Chicago
376,48,31,2024-11-06,12:57:00,completed,79.24,6.98,9.30,76.92,6,San Francisco
377,221,34,2024-03-06,15:55:00,completed,57.21,3.65,9.63,51.23,4,San Francisco
378,180,38,2025-04-03,21:58:00,completed,69.56,2.99,1.61,70.94,4,Denver
379,120,6,2023-10-18,19:56:00,completed,37.08,2.53,8.92,30.69,1,Chicago
380,296,34,2023-05-01,18:00:00,completed,33.20,6.52,4.91,34.81,1,San Francisco
381,80,28,2024-10-29,19:16:00,completed,57.67,5.32,7.34,55.65,6,Miami
382,204,49,2023-07-28,16:35:00,completed,53.70,4.35,6.66,51.39,3,Los Angeles
383,158,37,2023-12-19,22:45:00,completed,28.22,6.82,1.43,33.61,2,Denver
384,229,45,2025-08-30,12:06:00,completed,47.64,4.19,6.61,45.22,6,Atlanta
385,27,11,2024-02-03,20:00:00,cancelled,0.00,0.00,0.00,0.00,0,Boston
386,75,31,2025-08-06,19:27:00,completed,37.47,4.35,7.31,34.51,6,San Francisco
387,197,26,2024-09-20,20:33:00,completed,89.30,2.79,9.28,82.81,2,Miami
388,328,32,2024-03-25,10:12:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
389,266,19,2023-07-19,10:50:00,completed,56.17,3.66,2.03,57.80,1,Seattle
390,185,16,2024-11-01,10:10:00,completed,38.42,4.50,8.04,34.88,4,Seattle
391,301,13,2024-06-14,10:47:00,completed,86.02,5.25,8.71,82.56,5,Boston
392,299,23,2023-12-22,23:17:00,completed,89.27,4.77,4.85,89.19,1,Austin
393,134,12,2024-02-21,18:06:00,completed,55.23,4.20,1.40,58.03,5,Boston
394,132,35,2025-04-12,22:36:00,completed,50.76,4.39,5.80,49.35,2,San Francisco
395,174,50,2024-04-14,20:29:00,cancelled,0.00,0.00,0.00,0.00,0,Los Angeles
396,15,31,2023-04-30,14:04:00,completed,76.36,3.60,8.41,71.55,3,San Francisco
397,212,23,2024-06-12,18:00:00,completed,37.49,3.94,4.79,36.64,6,Austin
398,176,5,2024-07-21,12:30:00,completed,34.17,5.37,2.19,37.35,6,New York
399,350,13,2024-05-25,21:12:00,completed,35.91,3.83,2.75,36.99,2,Boston
400,317,23,2023-06-09,22:06:00,completed,23.81,7.28,5.91,25.18,1,Austin
401,278,3,2025-05-18,17:23:00,completed,54.43,7.43,10.76,51.10,3,New York
402,252,12,2025-02-21,18:17:00,completed,73.51,3.14,6.31,70.34,4,Boston
403,245,35,2023-02-03,18:22:00,completed,68.79,3.37,11.72,60.44,6,San Francisco
404,266,30,2023-11-20,21:00:00,completed,33.60,5.41,3.91,35.10,5,Miami
405,133,12,2024-07-15,14:15:00,completed,88.93,4.22,2.21,90.94,4,Boston
406,108,27,2024-12-18,22:23:00,completed,47.64,4.75,6.86,45.53,5,Miami
407,118,7,2025-01-08,14:51:00,completed,49.98,4.40,1.75,52.63,6,Chicago
408,77,31,2025-04-05,10:11:00,completed,27.95,6.97,7.57,27.35,5,San Francisco
409,162,32,2023-11-04,14:35:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
410,25,26,2023-04-12,21:10:00,completed,78.22,4.88,7.56,75.54,4,Miami
411,172,17,2024-01-05,15:35:00,completed,77.94,4.22,4.94,77.22,3,Seattle
412,348,39,2023-07-23,19:36:00,completed,57.84,7.40,3.42,61.82,3,Denver
413,345,33,2024-05-14,22:47:00,completed,23.80,5.57,5.57,23.80,2,San Francisco
414,86,41,2025-04-07,15:26:00,completed,60.30,6.74,0.86,66.18,2,Atlanta
415,176,15,2023-11-18,15:41:00,completed,37.79,5.72,3.25,40.26,4,Boston
416,186,48,2024-08-24,18:28:00,completed,31.61,2.62,8.73,25.50,6,Los Angeles
417,129,48,2024-12-18,21:05:00,completed,47.38,2.98,11.24,39.12,4,Los Angeles
418,281,4,2023-01-27,22:25:00,completed,91.71,3.02,7.42,87.31,1,New York
419,336,25,2023-11-13,13:15:00,completed,50.79,3.13,6.32,47.60,2,Austin
420,15,3,2024-11-10,15:55:00,cancelled,0.00,0.00,0.00,0.00,0,New York
421,244,30,2025-06-10,18:59:00,completed,50.92,7.35,8.37,49.90,2,Miami
422,303,39,2024-04-12,20:47:00,completed,59.73,5.12,7.67,57.18,3,Denver
423,178,31,2024-07-06,13:51:00,completed,40.78,4.56,1.87,43.47,1,San Francisco
424,1,34,2025-04-14,22:54:00,completed,39.22,5.18,8.25,36.15,4,San Francisco
425,245,20,2023-01-10,22:27:00,completed,62.18,6.48,6.58,62.08,2,Seattle
426,211,36,2024-03-23,16:15:00,completed,72.55,4.45,4.54,72.46,3,Denver
427,41,28,2024-10-02,13:33:00,completed,85.34,6.54,8.22,83.66,3,Miami
428,333,48,2024-06-28,22:17:00,completed,81.16,3.41,3.48,81.09,6,Los Angeles
429,234,40,2024-04-08,14:44:00,completed,31.90,2.60,0.60,33.90,5,Denver
430,12,12,2023-04-15,14:17:00,completed,50.44,2.54,1.08,51.90,1,Boston
431,253,14,2023-12-17,16:19:00,completed,54.88,4.36,8.36,50.88,1,Boston
432,170,6,2025-05-13,22:09:00,completed,75.40,2.86,5.64,72.62,2,Chicago
433,129,25,2025-04-28,10:07:00,refunded,0.00,0.00,0.00,0.00,0,Austin
434,128,25,2025-02-28,17:15:00,completed,20.48,4.80,9.25,16.03,5,Austin
435,341,14,2024-04-29,16:43:00,refunded,0.00,0.00,0.00,0.00,0,Boston
436,166,11,2024-10-06,21:02:00,completed,58.67,3.11,5.77,56.01,3,Boston
437,102,24,2025-06-27,10:55:00,completed,90.02,3.68,5.21,88.49,1,Austin
438,86,18,2024-08-21,11:25:00,completed,18.66,2.71,9.40,11.97,4,Seattle
439,306,10,2024-01-16,22:05:00,completed,54.99,5.93,4.06,56.86,6,Chicago
440,31,4,2023-12-31,20:09:00,completed,76.57,3.13,2.79,76.91,5,New York
441,331,49,2023-12-22,22:57:00,completed,32.28,5.95,4.30,33.93,2,Los Angeles
442,129,3,2024-05-11,21:28:00,completed,58.16,4.95,6.80,56.31,5,New York
443,179,21,2025-01-19,17:17:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
444,307,36,2023-06-14,11:33:00,completed,39.88,3.82,4.41,39.29,1,Denver
445,327,33,2024-01-24,21:11:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
446,318,24,2025-03-05,19:15:00,completed,22.69,7.34,9.83,20.20,2,Austin
447,269,44,2024-05-24,22:35:00,completed,38.95,4.55,3.86,39.64,1,Atlanta
448,268,43,2023-03-10,10:53:00,refunded,0.00,0.00,0.00,0.00,0,Atlanta
449,92,3,2023-07-26,11:31:00,completed,20.35,5.71,4.66,21.40,4,New York
450,270,40,2024-12-19,19:16:00,completed,34.33,6.09,0.16,40.26,2,Denver
451,336,32,2025-08-08,23:05:00,completed,65.28,4.30,8.92,60.66,4,San Francisco
452,189,46,2023-03-01,23:39:00,completed,21.01,2.85,3.65,20.21,2,Los Angeles
453,266,7,2023-04-14,21:14:00,completed,32.02,5.13,2.99,34.16,6,Chicago
454,92,36,2025-02-06,18:26:00,completed,74.70,5.38,8.09,71.99,6,Denver
455,341,28,2025-06-23,11:10:00,completed,58.70,5.02,7.89,55.83,5,Miami
456,308,29,2025-08-13,15:57:00,completed,91.37,4.12,4.46,91.03,6,Miami
457,221,47,2023-11-28,19:15:00,completed,33.83,6.33,11.11,29.05,3,Los Angeles
458,185,29,2024-04-03,16:00:00,completed,90.74,5.48,6.21,90.01,3,Miami
459,4,20,2023-08-16,13:54:00,completed,75.09,7.22,9.87,72.44,5,Seattle
460,262,36,2024-08-07,19:09:00,completed,52.07,3.28,3.18,52.17,5,Denver
461,128,15,2023-09-20,22:19:00,completed,47.59,7.09,8.81,45.87,6,Boston
462,167,31,2023-06-27,17:52:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
463,296,7,2024-09-01,20:19:00,completed,77.82,4.41,9.36,72.87,3,Chicago
464,179,28,2024-03-02,23:07:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
465,117,48,2024-10-30,23:38:00,refunded,0.00,0.00,0.00,0.00,0,Los Angeles
466,325,50,2024-10-09,16:03:00,completed,21.05,5.20,1.79,24.46,5,Los Angeles
467,114,10,2023-02-21,20:46:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
468,229,49,2024-09-01,19:32:00,completed,49.96,6.43,1.78,54.61,3,Los Angeles
469,43,31,2024-08-08,21:03:00,completed,37.43,4.49,5.21,36.71,6,San Francisco
470,67,49,2023-05-19,17:35:00,completed,47.25,5.36,6.73,45.88,6,Los Angeles
471,269,16,2023-09-06,11:17:00,completed,41.93,7.12,1.08,47.97,6,Seattle
472,212,28,2024-01-10,15:12:00,completed,61.95,2.62,3.66,60.91,3,Miami
473,316,29,2024-09-30,12:28:00,completed,78.54,3.50,4.49,77.55,6,Miami
474,44,8,2025-01-27,10:15:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
475,76,19,2023-01-15,15:44:00,cancelled,0.00,0.00,0.00,0.00,0,Seattle
476,157,29,2024-04-27,10:21:00,completed,57.81,3.52,6.28,55.05,3,Miami
477,281,31,2024-09-29,21:09:00,completed,67.45,4.38,10.87,60.96,5,San Francisco
478,23,17,2023-06-24,10:18:00,completed,69.54,3.86,5.58,67.82,1,Seattle
479,35,25,2024-11-07,14:42:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
480,338,24,2025-06-04,11:01:00,completed,83.37,4.43,11.76,76.04,5,Austin
481,51,21,2024-05-11,23:38:00,completed,31.79,5.00,5.50,31.29,6,Austin
482,12,3,2023-09-11,18:19:00,completed,47.11,3.29,4.16,46.24,3,New York
483,182,41,2023-11-06,13:32:00,completed,22.59,3.79,4.65,21.73,1,Atlanta
484,285,18,2023-08-19,12:21:00,cancelled,0.00,0.00,0.00,0.00,0,Seattle
485,337,9,2023-03-31,21:24:00,completed,68.17,6.86,8.24,66.79,4,Chicago
486,124,37,2023-06-06,16:19:00,cancelled,0.00,0.00,0.00,0.00,0,Denver
487,169,29,2024-07-09,12:13:00,completed,61.00,5.92,2.43,64.49,2,Miami
488,159,45,2024-12-23,18:58:00,completed,91.68,7.38,1.74,97.32,5,Atlanta
489,81,21,2023-03-11,18:34:00,refunded,0.00,0.00,0.00,0.00,0,Austin
490,61,12,2023-11-22,23:56:00,completed,20.18,4.09,11.67,12.60,4,Boston
491,156,29,2025-02-02,23:57:00,completed,72.64,3.26,2.26,73.64,2,Miami
492,95,2,2025-02-19,19:39:00,completed,59.96,3.65,2.79,60.82,6,New York
493,14,23,2023-03-23,21:49:00,completed,55.17,5.52,8.54,52.15,3,Austin
494,95,25,2024-05-18,17:08:00,completed,34.74,4.54,11.63,27.65,3,Austin
495,212,15,2025-01-30,20:12:00,completed,22.89,7.14,11.83,18.20,5,Boston
496,251,45,2023-11-29,23:29:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
497,219,26,2025-03-05,10:38:00,completed,46.15,4.06,7.34,42.87,6,Miami
498,293,39,2024-07-03,18:41:00,cancelled,0.00,0.00,0.00,0.00,0,Denver
499,20,34,2023-04-22,17:29:00,cancelled,0.00,0.00,0.00,0.00,0,San Francisco
500,22,16,2024-06-15,18:25:00,refunded,0.00,0.00,0.00,0.00,0,Seattle
501,21,36,2024-02-01,18:48:00,completed,21.65,3.96,4.78,20.83,3,Denver
502,147,30,2023-06-20,16:18:00,completed,22.04,5.08,1.71,25.41,6,Miami
503,232,6,2025-01-09,18:07:00,completed,61.32,6.97,6.56,61.73,4,Chicago
504,212,21,2024-04-06,10:11:00,completed,84.35,6.98,10.59,80.74,1,Austin
505,129,21,2024-12-09,20:58:00,completed,30.14,6.17,1.09,35.22,6,Austin
506,231,41,2024-01-07,11:33:00,completed,71.79,7.38,7.34,71.83,2,Atlanta
507,194,36,2024-01-25,10:49:00,completed,42.80,6.86,10.35,39.31,2,Denver
508,75,12,2025-02-26,21:03:00,completed,40.90,6.34,5.36,41.88,6,Boston
509,93,8,2025-07-09,12:12:00,completed,74.64,2.56,5.97,71.23,4,Chicago
510,279,1,2024-09-14,17:15:00,completed,66.80,4.77,5.30,66.27,5,New York
511,308,1,2023-09-08,18:17:00,completed,59.26,6.63,0.59,65.30,2,New York
512,29,42,2023-12-24,10:09:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
513,342,37,2025-05-08,19:19:00,completed,24.49,3.04,11.92,15.61,2,Denver
514,345,19,2024-09-17,20:44:00,completed,60.35,5.31,11.60,54.06,6,Seattle
515,297,24,2025-08-11,10:05:00,completed,41.89,6.99,9.84,39.04,4,Austin
516,282,5,2023-10-27,17:08:00,completed,81.60,4.15,4.97,80.78,2,New York
517,108,40,2023-03-01,11:36:00,completed,64.54,7.44,5.80,66.18,6,Denver
518,310,46,2023-10-22,16:38:00,cancelled,0.00,0.00,0.00,0.00,0,Los Angeles
519,133,34,2024-08-11,19:22:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
520,315,37,2024-05-23,18:46:00,completed,54.45,3.40,7.31,50.54,6,Denver
521,149,13,2023-01-02,11:01:00,completed,76.96,6.19,2.49,80.66,5,Boston
522,213,27,2023-02-16,15:22:00,completed,65.18,2.56,2.41,65.33,3,Miami
523,131,5,2023-11-12,14:32:00,completed,74.76,3.07,4.00,73.83,4,New York
524,292,40,2023-01-30,23:11:00,completed,79.70,7.11,5.75,81.06,4,Denver
525,19,42,2023-05-20,17:09:00,completed,84.01,5.18,4.02,85.17,4,Atlanta
526,29,34,2023-11-03,19:46:00,completed,59.08,2.59,6.93,54.74,3,San Francisco
527,182,5,2023-06-02,14:53:00,completed,90.79,5.63,10.11,86.31,5,New York
528,311,25,2023-07-11,19:07:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
529,158,46,2025-05-28,15:45:00,completed,48.63,4.99,2.85,50.77,4,Los Angeles
530,155,14,2024-06-21,14:11:00,completed,76.09,6.39,10.96,71.52,4,Boston
531,260,2,2025-03-29,17:57:00,completed,32.08,7.12,8.79,30.41,5,New York
532,159,50,2023-12-02,12:49:00,cancelled,0.00,0.00,0.00,0.00,0,Los Angeles
533,265,44,2023-05-16,13:46:00,completed,46.68,6.82,1.39,52.11,3,Atlanta
534,23,44,2025-05-18,19:55:00,completed,52.55,2.73,6.25,49.03,6,Atlanta
535,160,2,2024-08-14,22:19:00,completed,33.53,3.50,3.44,33.59,5,New York
536,164,50,2024-03-27,20:07:00,completed,29.65,3.07,11.50,21.22,5,Los Angeles
537,264,7,2023-07-31,18:22:00,completed,38.06,7.22,9.65,35.63,5,Chicago
538,126,11,2023-03-14,14:39:00,cancelled,0.00,0.00,0.00,0.00,0,Boston
539,277,29,2023-02-21,12:01:00,completed,67.99,3.03,0.65,70.37,4,Miami
540,201,12,2024-12-22,19:57:00,completed,79.88,6.00,7.40,78.48,3,Boston
541,171,13,2024-12-31,22:42:00,cancelled,0.00,0.00,0.00,0.00,0,Boston
542,41,49,2025-02-21,17:36:00,completed,78.15,7.10,5.62,79.63,4,Los Angeles
543,159,44,2024-10-21,21:49:00,completed,35.15,3.62,10.33,28.44,5,Atlanta
544,133,24,2024-02-06,12:44:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
545,170,21,2024-04-09,17:01:00,completed,26.35,4.89,10.15,21.09,3,Austin
546,179,39,2024-08-11,12:32:00,completed,78.50,6.48,3.91,81.07,6,Denver
547,37,20,2024-06-29,17:25:00,completed,35.65,3.72,1.91,37.46,4,Seattle
548,197,5,2023-12-15,13:52:00,completed,49.90,7.40,6.81,50.49,3,New York
549,279,45,2023-08-30,12:42:00,completed,72.71,6.06,10.04,68.73,1,Atlanta
550,304,39,2024-04-19,15:35:00,completed,50.95,4.04,4.87,50.12,5,Denver
551,56,44,2025-04-13,19:49:00,cancelled,0.00,0.00,0.00,0.00,0,Atlanta
552,168,32,2024-10-22,20:03:00,completed,78.46,6.94,10.84,74.56,6,San Francisco
553,1,49,2023-05-31,20:09:00,completed,39.57,5.58,5.37,39.78,2,Los Angeles
554,349,21,2023-11-03,19:50:00,cancelled,0.00,0.00,0.00,0.00,0,Austin
555,156,28,2025-01-05,15:05:00,completed,63.25,5.05,10.17,58.13,3,Miami
556,32,24,2025-07-11,18:03:00,completed,59.44,7.39,1.32,65.51,3,Austin
557,16,16,2024-03-18,21:37:00,completed,41.54,4.41,4.58,41.37,5,Seattle
558,109,43,2023-06-27,17:08:00,completed,46.46,7.12,10.08,43.50,2,Atlanta
559,148,43,2023-05-09,12:00:00,completed,19.16,6.11,5.84,19.43,4,Atlanta
560,70,6,2023-05-21,20:51:00,completed,51.75,6.44,7.25,50.94,4,Chicago
561,320,12,2024-04-10,18:27:00,completed,51.30,4.28,2.23,53.35,5,Boston
562,4,37,2024-05-25,23:46:00,completed,55.13,4.55,6.55,53.13,3,Denver
563,18,3,2024-08-04,17:45:00,completed,60.94,7.31,0.96,67.29,6,New York
564,270,49,2025-03-08,14:29:00,completed,56.73,5.55,2.94,59.34,6,Los Angeles
565,340,43,2023-03-21,20:40:00,completed,60.89,5.57,10.84,55.62,5,Atlanta
566,6,31,2024-04-09,18:57:00,completed,72.30,4.61,11.53,65.38,3,San Francisco
567,149,11,2023-02-06,21:59:00,completed,40.50,6.43,3.13,43.80,6,Boston
568,243,38,2023-06-23,19:03:00,completed,39.59,6.19,0.33,45.45,4,Denver
569,43,9,2024-06-01,11:54:00,completed,36.65,5.58,3.30,38.93,3,Chicago
570,8,48,2023-04-25,19:11:00,cancelled,0.00,0.00,0.00,0.00,0,Los Angeles
571,78,43,2024-04-02,15:51:00,completed,75.91,3.68,2.17,77.42,5,Atlanta
572,17,22,2023-03-28,12:38:00,refunded,0.00,0.00,0.00,0.00,0,Austin
573,79,32,2025-02-09,16:49:00,completed,66.89,6.13,2.01,71.01,5,San Francisco
574,177,4,2024-10-19,14:48:00,cancelled,0.00,0.00,0.00,0.00,0,New York
575,27,11,2024-04-20,16:30:00,completed,73.22,6.26,6.39,73.09,4,Boston
576,350,46,2024-02-04,17:16:00,completed,82.40,2.56,11.13,73.83,4,Los Angeles
577,196,44,2023-11-20,18:43:00,refunded,0.00,0.00,0.00,0.00,0,Atlanta
578,50,35,2024-10-14,15:54:00,completed,85.94,6.79,4.02,88.71,3,San Francisco
579,51,17,2024-11-01,19:25:00,completed,67.97,3.71,8.06,63.62,2,Seattle
580,267,22,2024-11-24,21:11:00,completed,18.78,2.54,0.82,20.50,4,Austin
581,51,34,2023-04-17,20:28:00,completed,71.67,3.76,0.41,75.02,5,San Francisco
582,48,4,2025-08-19,19:42:00,cancelled,0.00,0.00,0.00,0.00,0,New York
583,112,39,2024-10-15,11:45:00,refunded,0.00,0.00,0.00,0.00,0,Denver
584,45,39,2023-05-14,16:42:00,completed,65.95,6.52,2.22,70.25,1,Denver
585,95,17,2023-10-29,17:42:00,refunded,0.00,0.00,0.00,0.00,0,Seattle
586,328,30,2025-08-02,14:49:00,completed,84.85,6.35,3.88,87.32,2,Miami
587,38,18,2025-03-06,10:24:00,completed,91.70,3.79,9.75,85.74,2,Seattle
588,226,5,2024-05-18,13:39:00,completed,65.77,3.04,6.49,62.32,4,New York
589,112,40,2024-10-20,11:58:00,completed,37.17,2.67,0.84,39.00,6,Denver
590,129,50,2024-04-01,10:57:00,completed,66.31,2.50,0.45,68.36,4,Los Angeles
591,137,10,2024-12-17,15:57:00,completed,18.27,6.04,9.25,15.06,4,Chicago
592,224,26,2025-05-14,21:49:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
593,36,35,2023-08-20,10:24:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
594,247,8,2024-08-03,18:59:00,refunded,0.00,0.00,0.00,0.00,0,Chicago
595,171,44,2023-11-07,16:03:00,completed,88.95,2.95,6.42,85.48,3,Atlanta
596,42,30,2025-02-17,22:18:00,completed,31.07,2.70,4.61,29.16,2,Miami
597,154,45,2024-02-04,11:40:00,completed,54.00,6.93,5.26,55.67,2,Atlanta
598,72,3,2023-07-17,10:46:00,refunded,0.00,0.00,0.00,0.00,0,New York
599,123,32,2024-02-03,11:50:00,completed,40.77,5.17,10.01,35.93,4,San Francisco
600,9,3,2023-12-14,10:21:00,completed,21.17,3.09,9.69,14.57,6,New York
601,268,30,2025-08-20,20:55:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
602,77,48,2024-08-16,13:59:00,completed,72.42,4.94,0.23,77.13,5,Los Angeles
603,24,16,2024-12-19,20:08:00,completed,64.82,7.02,9.85,61.99,1,Seattle
604,234,40,2023-06-24,23:37:00,completed,78.49,3.07,7.14,74.42,5,Denver
605,113,5,2025-04-03,13:27:00,completed,79.86,6.19,4.82,81.23,1,New York
606,295,35,2023-05-21,15:53:00,refunded,0.00,0.00,0.00,0.00,0,San Francisco
607,110,49,2023-02-16,19:11:00,completed,26.94,3.21,4.98,25.17,6,Los Angeles
608,190,36,2023-06-18,17:15:00,refunded,0.00,0.00,0.00,0.00,0,Denver
609,21,9,2023-04-13,22:54:00,completed,45.83,3.29,10.56,38.56,1,Chicago
610,4,1,2023-07-03,11:45:00,completed,83.63,4.58,9.69,78.52,4,New York
611,65,14,2023-05-27,20:17:00,completed,48.49,7.19,7.33,48.35,1,Boston
612,306,12,2025-01-04,17:39:00,refunded,0.00,0.00,0.00,0.00,0,Boston
613,322,20,2023-12-23,16:00:00,completed,32.20,7.43,11.72,27.91,5,Seattle
614,186,49,2024-07-06,18:14:00,completed,64.36,3.54,0.64,67.26,1,Los Angeles
615,77,44,2025-05-14,17:31:00,completed,67.59,2.72,7.74,62.57,3,Atlanta
616,108,28,2023-09-15,15:39:00,cancelled,0.00,0.00,0.00,0.00,0,Miami
617,233,3,2023-04-17,21:03:00,refunded,0.00,0.00,0.00,0.00,0,New York
